otel_ad,fiyat,Hava Alanına Uzaklığı,Denize Uzaklığı,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı,il,ilce
Kamelya Aishen K Club,26733.0,55,0.0,0.0,6,1,9,1,7,2,0,13,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Çolaklı 
Trendy Side Beach,23400.0,65,0.0,0.0,2,1,1,1,1,1,1,2,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,Antalya , Side-Denizbükü 
Oscar Seaside Hotel Spa,6750.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bodrum , Güvercinlik 
Galeri Resort Hotel,24112.8,90,0.0,1.0,4,1,1,1,1,1,1,7,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,Antalya , Alanya-Okurcalar 
Green Nature Diamond,23400.0,90,0.0,0.0,3,1,1,1,1,1,0,8,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,Marmaris , Siteler 
Green Nature Resort Spa,18900.0,90,400.0,0.0,1,1,1,1,3,1,1,5,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,Marmaris , Siteler 
Haydarpasha Palace,30395.2,65,,1.0,4,1,1,1,3,1,1,7,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,Antalya , Alanya-Türkler 
Hillstone Bodrum Hotel Spa,22425.0,28,750.0,0.0,1,1,1,1,4,1,0,3,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,Bodrum , Bodrum Merkez 
Hotel Melas Lara,24750.0,12,0.0,0.0,3,1,1,1,1,1,0,2,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,Antalya , Lara-Kundu 
Hotel Samara,21060.0,27,0.0,1.0,1,0,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,Bodrum , Torba 
Hotel Terrace Elite Resort,21654.6,52,500.0,0.0,2,1,1,1,1,0,1,3,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Side 
Jacaranda Luxury Hotel,43176.6,65,0.0,0.0,4,0,1,1,6,1,1,5,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Gündoğdu 
Jura Hotels Lara Resort,12750.0,11,750.0,0.0,0,0,1,1,4,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,Antalya , Lara 
Radisson Blu Resort Spa Çeşme,27405.0,88,0.0,1.0,1,1,0,1,1,1,0,3,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,Çeşme , Ilıca 
Rixos Downtown Antalya,46381.9,18,200.0,0.0,3,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,Antalya , Antalya Merkez 
Robinson Çamyuva,34888.0,60,0.0,1.0,2,0,1,0,1,0,1,4,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,Antalya , Kemer-Çamyuva 
Royal Atlantis Spa Resort,16830.0,50,0.0,0.0,4,1,1,1,2,1,1,7,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Side-Gündoğdu 
Royal Holiday Palace,36270.0,15,0.0,1.0,6,1,1,1,2,1,1,9,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Lara-Kundu 
Royal Seginus Hotel,36270.0,15,200.0,1.0,9,1,1,1,6,1,0,9,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,Antalya , Lara-Kundu 
Royal Wings Hotel,27667.8,15,0.0,1.0,6,1,1,1,4,1,1,10,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Lara-Kundu 
Saphir Hotel,29250.0,110,0.0,1.0,1,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Antalya , Alanya-Konaklı 
Saphir Resort Spa,37050.0,90,0.0,0.0,2,1,1,1,2,1,1,5,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,Antalya , Alanya-Okurcalar 
Scylax Family Club,14400.0,130,0.0,0.0,0,0,1,1,1,0,0,3,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,Antalya , Alanya 
Seaden Sea Planet Resort Spa,18144.0,72,0.0,1.0,5,1,1,1,3,2,0,6,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Antalya , Side-Kızılot 
Seaden Valentine Resort Spa,18792.0,64,100.0,0.0,3,1,1,1,2,1,0,3,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,Antalya , Side 
Sealife Family Resort,25920.0,20,,0.0,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Antalya , Konyaaltı-Konyaaltı 
Seher Sun Palace,13860.0,55,300.0,0.0,2,1,1,1,1,1,1,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Side 
Selge Beach Resort Spa,47400.0,75,0.0,1.0,2,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,Antalya , Side-Kızılağaç 
Serenis Hotel,15933.0,65,500.0,0.0,1,1,1,1,5,1,0,2,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,Antalya , Side-Kumköy 
Serenity Queen Hotel,20196.0,114,,1.0,2,0,0,1,2,1,0,7,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,Antalya , Alanya-Konaklı 
Seven Seas Gravel Select,22345.8,55,0.0,1.0,4,1,1,1,3,1,1,11,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,Antalya , Kemer-Merkez 
Xanadu Island Bodrum,36000.0,50,0.0,1.0,2,0,1,1,2,1,1,7,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,Bodrum , Akyarlar 
Xanadu Resort Hotel,40800.0,40,,1.0,6,1,1,1,2,1,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Antalya , Belek-Acısu Mevkii 
Alan Xafira Deluxe Resort Spa,14973.0,60,300.0,0.0,3,1,1,1,3,1,0,7,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Antalya , Alanya-Türkler 
Aqı Pegasos World,18008.1,70,0.0,0.0,3,1,0,1,1,1,0,7,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,Antalya , Side-Titreyengöl 
First Class Hotel Alanya,12150.0,25,,1.0,1,1,1,1,2,1,1,6,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya-Kargıcak 
Grand Cettia Hotel,23940.0,96,750.0,0.0,2,1,1,1,4,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,Marmaris , Armutalan 
Grand Kolibri Prestige Spa,10206.7,100,100.0,0.0,1,0,1,1,2,1,0,4,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,Antalya , Alanya-Avsallar 
Miracle Resort Otel,40500.0,15,0.0,1.0,2,1,2,3,1,1,1,2,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,Antalya , Lara-Kundu 
Sianji Well Being Resort,25110.0,49,0.0,0.0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Bodrum , Turgutreis-Kadıkalesi Mevkii 
Side Star Park,16046.6,65,200.0,0.0,3,1,1,1,1,0,0,4,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Çolaklı 
Tui Magic Life Masmavi,25061.4,35,0.0,0.0,6,1,1,1,1,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,Antalya , Belek-Serik 
Campus Hill Hotel,7781.4,135,750.0,0.0,1,0,1,1,1,0,0,4,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,Antalya , Alanya 
Club Porto Amore Adult Only,41971.0,162,0.0,0.0,2,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,Antalya , Alanya 
Del Mare Reserve Hotel Spa,56764.8,53,0.0,1.0,2,1,1,2,1,1,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,Bodrum , Gündoğan 
Diamond Hill Resort,12232.5,125,50.0,0.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,Antalya , Alanya-Tosmur 
Elementa Boutique Hotel,27360.0,56,200.0,0.0,1,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Bodrum , Yalıkavak 
Aqı Hydros Club,16891.2,65,0.0,1.0,3,1,0,1,2,1,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Antalya , Kemer-Merkez 
Arabella World Hotel,8373.7,107,300.0,0.0,0,1,1,1,1,1,0,2,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya-İncekum 
Ares Blue Hotel,8178.0,65,100.0,0.0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,Antalya , Kemer-Kiriş 
Artemis Princess Hotel,10520.9,120,200.0,0.0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,Antalya , Alanya-Obagöl 
Aska Just İn Beach,16456.5,100,0.0,0.0,1,1,1,1,1,1,0,2,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,Antalya , Alanya-İncekum 
Balmy Beach Resort Kemer,57852.0,40,0.0,0.0,1,0,1,0,1,0,0,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Antalya , Kemer 
Belkon Club Hotel,5100.0,30,750.0,0.0,1,0,1,1,3,0,0,3,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Belek-Üçkum Tepesi 
Bilem Hotel Beach Spa,20351.2,16,0.0,0.0,0,1,1,1,1,1,1,4,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,Antalya , Lara 
Blue Fish Hotel,13114.3,118,50.0,1.0,0,1,1,1,1,0,0,4,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,Antalya , Alanya-Konaklı 
Cettia Beach Resort +16,28350.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Club Kastalia Holiday Village,17796.2,113,0.0,1.0,0,1,1,1,2,0,0,3,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,Antalya , Alanya-Konaklı 
Club Munamar Beach Resort,9691.5,100,50.0,0.0,0,1,1,1,3,0,0,3,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,Marmaris , İçmeler-Cumhuriyet Mahallesi 
Elips Royal Hotel,17169.6,10,,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
Elite World Marmaris (+16),20790.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Falcon Hotel,28800.0,17,0.0,1.0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,Antalya , Lara 
Fun And Sun Smart Hane Sun,13678.8,55,600.0,0.0,0,0,6,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,Antalya , Side-Çolaklı 
Green Paradise Hotel,6891.4,55,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,Antalya , Alanya 
Hera Hotel Kaş,15390.0,160,0.0,1.0,2,1,1,1,1,0,0,3,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,Antalya , Kaş-Küçükçakıl Mevkii 
Hotel Bleu Nuit,4050.0,35,50.0,0.0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,Bodrum , Gümbet 
Kleopatra Arsi Hotel,18711.3,125,50.0,0.0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,Antalya , Alanya 
Lonicera Premium Hotel,16447.8,65,0.0,0.0,0,1,1,1,1,1,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,Antalya , Alanya-Türkler 
Magna Manastır Suıt Hotel,23760.0,30,200.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Bodrum , Bodrum Merkez 
Seher Kumköy Star Resort Spa,18720.0,60,0.0,0.0,2,0,1,1,1,1,0,5,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Side-Manavgat 
Side Amour Hotel,10800.0,65,750.0,0.0,0,0,1,1,1,0,1,2,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,Antalya , Side-Manavgat 
Side Win Hotel,6891.4,56,500.0,0.0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Evrenseki 
Sisus Marina Hotel,10920.0,90,750.0,0.0,2,1,0,1,1,1,1,2,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,Çeşme , Dalyan 
The D Hotel Ceşme Spa Resort,18921.6,90,750.0,0.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Çeşme Merkez 
Theluna Suite Hotel,14132.5,20,,0.0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,Antalya , Konyaaltı-Konyaaltı 
Vita Bella Hotel Resort Spa,22950.0,48,0.0,1.0,1,0,1,1,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,Bodrum , Gündoğan 
Casablanca Beach +12,13568.1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Club Hotel Mirabell,8004.0,120,50.0,1.0,0,1,1,1,2,0,0,5,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya-Konaklı 
Gardenia Hotel,13157.1,130,,0.0,1,1,1,1,1,0,0,3,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,Antalya , Alanya-Kleopatra 
Grand Park Lara,17313.7,14,100.0,0.0,2,1,4,2,5,0,1,6,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,Antalya , Lara-Kundu 
Holiday Inn Antalya Lara,16906.5,7,400.0,0.0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,Antalya , Lara-Örnekköy 
Oba Star Hotel Spa,8716.5,35,50.0,0.0,0,1,0,0,2,0,1,3,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,Antalya , Alanya-Obagöl 
Prenses Sealine Beach Hotel,13425.5,35,200.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,Antalya , Belek-Boğazkent 
Stella Hotel Kemer,12105.0,63,100.0,0.0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,Antalya , Kemer-Çamyuva 
The Corner Park Hotel,17442.0,19,,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Antalya , Konyaaltı 
A11 Hotel Obaköy,7257.0,130,50.0,1.0,0,1,0,1,1,0,0,5,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,Antalya , Alanya-Obagöl 
Akra V,15897.6,15,300.0,0.0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,Antalya , Lara 
Arsi Enfi City Beach Hotel,10044.6,127,,0.0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,Antalya , Alanya 
Blue Diamond Alya Hotel,11372.4,125,,0.0,0,1,1,1,2,0,1,2,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,Antalya , Alanya 
Kleopatra Ada Beach Hotel,10800.0,118,,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,Antalya , Alanya 
Kleopatra Ada Hotel,8775.0,120,50.0,0.0,1,1,1,1,1,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya 
Kleopatra Beach Hotel,10800.0,48,50.0,0.0,1,1,1,1,2,0,0,2,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,Antalya , Alanya-Kleopatra 
Kleopatra Royal Palm Hotel,10800.0,118,,0.0,1,0,1,1,2,0,1,2,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,Antalya , Alanya 
Laren Seaside Hotel Spa,17491.8,7,,0.0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,Antalya , Lara 
Latanya Palm Hotel,11834.0,8,750.0,0.0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,Antalya , Antalya Merkez-Muratpaşa 
Mesut Hotel,15764.7,120,,0.0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,Antalya , Alanya 
Monte Carlo Hotel,12285.0,115,50.0,0.0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Alanya-Obagöl 
Nex Royal Beach Hotel,11103.7,35,,0.0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Antalya , Kemer-Beldibi 
Ni Marin Hotel,22075.2,15,0.0,1.0,1,0,0,1,2,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Bodrum , Güllük 
Old Town Point Hotel,13495.3,13,500.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Antalya , Antalya Merkez 
Olive Tree Hotel,19800.0,50,50.0,0.0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bodrum , Gündoğan 
Premier Nergis Beach,18954.3,95,0.0,1.0,1,1,1,1,1,0,1,3,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,Marmaris , Merkez-Armutalan 
Ramitos Hotel Turunç,19014.8,120,750.0,0.0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,Marmaris , Turunç 
Rammos Hotel Bodrum,20928.0,53,0.0,0.0,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Bodrum , Turgutreis 
Rich Melissa Hotel,9180.0,60,750.0,0.0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,Antalya , Kemer-Merkez 
Rk Magic Dream Hotel,15750.0,55,600.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,Antalya , Kemer 
Saint Star Kemer (Adult Only),17388.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Seagull Hotel,13566.0,40,0.0,1.0,1,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,Antalya , Kemer 
Side Golden Rock Hotel Spa +16,11505.7,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Çıralı Azur Hotel,17975.5,90,100.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,Antalya , Çıralı 
Elista Boutique Hotel Spa,34699.5,35,0.0,1.0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Bodrum , Türkbükü 
Golden Orange Hotel,17535.2,16,300.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Konyaaltı 
Grand Bahama Beach Hotel,15300.0,30,300.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya-Konaklı 
Honeymoon Beach Hotel,10200.0,96,0.0,1.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Marmaris , Merkez 
Hotel Centro Bodrum,9152.2,36,750.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bodrum , Bodrum Merkez 
Hotel Golden Sun,19941.0,45,400.0,0.0,0,0,1,0,2,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Kemer-Beldibi 
Kristal Beach Hotel,8409.6,15,,0.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Antalya , Konyaaltı 
Leslion Luxury Hotel,10200.0,12,750.0,0.0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
Mene City Hotel,26069.7,9,750.0,0.0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Muratpaşa 
Rosy Hotel,7500.0,85,750.0,0.0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Marmaris , Merkez 
Santa Marina Hotel,9900.0,15,100.0,0.0,1,1,1,1,1,0,0,2,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Antalya , Konyaaltı 
Sava Hotel,7437.1,22,50.0,0.0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Konyaaltı 
Valeri Beach Hotel,16351.8,55,0.0,0.0,0,1,2,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,Antalya , Kemer-Merkez 
Yalıhan Aspendos Hotel,20412.0,100,0.0,0.0,1,0,1,1,1,0,0,3,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya-Avsallar 
Exporoyal Hotel,5125.8,10,750.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
