otel_ad,fiyat,Hava Alanına Uzaklığı,Denize Uzaklığı,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı,il,ilce
Dream Time Hotel,11356.2,9,300.0,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Antalya , Muratpaşa 
Elanis Suites Hotel,21030.2,10,50.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara-Lara Yolu 
Exen By Weekend,9000.0,38,100.0,0.0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,Bodrum , Gümbet 
Flores Hotel Alaçatı,16815.1,84,750.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Çeşme Merkez 
Fora Konak Alaçatı,17878.8,85,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Giges King Boutique Hotel,11697.6,30,,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaleiçi 
Grand Faik Hotel,11163.6,74,100.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Çeşme Merkez 
Güler Butik Hotel,3876.0,50,300.0,0.0,15,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Kemer-Beldibi 
Gümüş Peninsula Hotel,27120.9,200,50.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Antalya , Kaş-Çukurbağ Yarımadası 
Karden Otel,9471.4,14,50.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Kaş Gardenia Hotel,16236.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kaş 
Kemer Park Hotel,6000.0,4,750.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kemer 
Kemer Suite Apart Otel,4200.0,60,300.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kemer 
Kempinski Residences Bodrum Barbaros Reserve,241920.0,43,0.0,0.0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bodrum , Yalıçiftlik 
Köşe Konak Hotel,28306.7,85,750.0,0.0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Kybele Suites Alaçatı,13800.0,85,750.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
La Cactus Butik Otel,11563.2,14,,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Antalya , Konyaaltı 
La Luna Butik Otel,18921.6,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
La Vida Triangulo Hotel,34500.0,0,750.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Lacitrus Villa Hotel,12386.4,0,750.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaş 
Lal Azure Hotel Alaçatı,12000.0,70,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Lara Garden Hotel,6825.3,10,750.0,0.0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara 
Lavender Otel,6000.0,97,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Çeşme Merkez 
Leaf River Suites,17665.5,15,750.0,0.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Lara 
Likya Residence Hotel Spa,39116.5,135,750.0,0.0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Kalkan 
Lilium Boutique Hotel,18456.0,15,750.0,0.0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara 
Livaneli Boutique Hotel,12000.0,120,,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,Antalya , Alanya 
Mon Amour Alaçatı,11994.0,85,750.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Monreve Alaçatı,49400.0,68,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Mons Casa Boutique Otel,15000.0,160,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marmaris , İçmeler 
Moy Side,6000.0,70,100.0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,Antalya , Side 
Mucho Butik Otel,7560.0,20,300.0,0.0,1,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bodrum , Bodrum Merkez 
Nebilux Hotel,10235.2,12,,0.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
Neva Hotel Alaçatı,18921.6,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
No81 Hotel,28950.0,38,0.0,1.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,Bodrum , Türkbükü 
Olsen Hotel,8966.7,0,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Oscar Garden Hotel,11826.0,14,500.0,0.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Antalya , Muratpaşa 
Otel Gümüşlük,15000.0,60,50.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Bodrum , Gümüşlük 
Otto Palace Boutique Hotel,16200.0,0,,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Adrasan 
Payava Hotel By True Blue,17782.7,123,200.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kalkan 
Perast City Hotel,21091.2,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Konyaaltı 
Pitoresk Alaçatı,12000.0,0,,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Puka Alaçatı,25228.8,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Pure Blanche,27360.0,23,,0.0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
Ramiz Alaçatı,12000.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Ramona Hotel,15326.5,10,300.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Antalya , Lara 
Rayana Hotel,14364.0,135,50.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marmaris , Bozburun 
Route Hotel Adult Only +12,13665.6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Royal Hayat Hotel,13200.0,10,,0.0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Antalya , Kaleiçi 
Signature Alaçatı,59213.1,76,750.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Smart City Bodrum,9611.0,32,,0.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Bodrum , Bodrum Merkez 
Swan Boutique Hotel,25228.8,37,200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Bodrum , Bodrum Merkez 
Tangiers Hotel Yalıkavak,13402.7,52,,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bodrum , Yalıkavak 
Tarçın Alaçatı Otel,16118.4,90,,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Thats Alaçatı,25697.5,85,,0.0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
The Farrys Boutique Hotel,19552.3,25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bodrum , Yalıkavak 
The Hill Glamping,10912.5,95,750.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,Antalya , Çıralı 
The Hotel 48,7573.0,31,50.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bodrum , Bodrum Merkez 
The Local House Alaçatı,43940.1,67,,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Çeşme , Alaçatı 
The Luxury Shelters,21000.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaş 
Toll Garden,13531.5,65,,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Side 
True Blue Boutique Hotel,26542.9,220,200.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kalkan 
Türkay Hotel,18000.0,0,,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Konyaaltı 
Un Amor Hotel +16 Adults Only,13500.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Via Perla Butik Otel,20400.0,95,400.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Çeşme Merkez 
Viento Hotel Alaçatı,38400.0,95,750.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Villa Oliva Butik Hotel,31536.0,39,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Bodrum , Gündoğan 
Villa Peri Alaçatı,12474.6,84,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Villamer Alaçatı,16819.2,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Vintage Hotel Alaçatı,43581.0,70,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Voger Köyiçi,41574.8,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Wind Of Alaçatı,11160.0,90,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Yalıkavak Marina Garden Hotel,22649.1,52,50.0,1.0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,Bodrum , Yalıkavak 
Gvar Apart Hotel,6622.5,12,400.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Hakan Otel Bodrum,6878.4,40,,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bodrum , Bitez 
Hotel Berke Ranch Nature,12278.0,63,750.0,0.0,1,0,1,1,1,0,0,2,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,Antalya , Kemer-Çamyuva 
Hoyran Wedre Köy Evleri,29469.2,182,,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Demre 
Kadirs Tree Houses,15714.0,110,750.0,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Antalya , Olimpos 
La Boutique Hotel Suites,25316.5,15,0.0,0.0,1,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Lara 
Maja Luxury Çeşme,22113.0,90,0.0,1.0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,Çeşme , Çeşme Merkez 
Moonshine Hotel Suites,9144.5,28,300.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Bodrum , Bodrum Merkez 
Nostalgia World Otel,17640.0,80,100.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Antalya , Side-Kızılot 
Patara Prince Resort,14533.2,120,0.0,1.0,3,1,3,3,3,1,0,5,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,Antalya , Kalkan 
Patron Hotel,9000.0,16,300.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaleiçi 
Peninsula Gardens Hotel,44479.3,152,100.0,0.0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Kaş-Çukurbağ Yarımadası 
Sey Beach Hotel Spa,14152.5,33,50.0,0.0,0,1,1,0,1,1,1,2,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,Antalya , Alanya 
Start Otel,8210.7,12,750.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Antalya , Antalya Merkez 
Sun Hotel By En Vie Beach,18945.1,40,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Alanya 
Terra Rossa,6264.1,15,750.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
The Lifeco Bodrum,98812.8,25,50.0,1.0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,Bodrum , GölTürkbükü 
The Room Hotel Apartments,8830.0,21,600.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Konyaaltı 
Elda Köyiçi Alaçatı,7650.0,80,,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Eldar Garden Resort,10752.0,50,200.0,0.0,0,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,Antalya , Kemer-Göynük 
Ena Boutique Hotel,19342.0,35,400.0,0.0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bodrum , Bodrum Merkez 
Ertan Otel Çeşme,18360.0,96,0.0,0.0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Çeşme Merkez 
Parkım Ayaz Otel,16728.0,40,0.0,0.0,2,0,1,1,3,0,0,3,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,Bodrum , Gümbet 
Porto Fenari Köyiçi,9000.0,85,,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Qinn Hotel,13410.0,11,0.0,1.0,1,1,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Muratpaşa 
Radisson Blu Hotel Kaş +12 Adults Only,30880.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Sakız Kızı Alaçatı Butik Otel,12000.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Sun Pearl Resort Çeşme,12375.0,95,0.0,1.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Çeşme Merkez 
Şifne Thermal Hotel,21000.0,66,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Çeşme , Ilıca 
The Sansa Hotel,11640.0,65,750.0,0.0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,Antalya , Manavgat 
Regnum Carya,84600.0,35,0.0,1.0,15,1,1,3,6,2,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Antalya , Belek-Üçkum Tepesi 
Robinson Nobilis,39815.9,40,0.0,1.0,0,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,Antalya , Belek-Acısu Mevkii 
Side Kum Hotel,27783.0,54,500.0,0.0,0,1,1,1,2,1,1,8,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,Antalya , Side-Kumköy 
Sui Resort Hotel,21582.0,98,500.0,0.0,3,1,1,1,1,1,1,4,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,Antalya , Alanya-Okurcalar 
Aqı Pegasos Resort,18314.1,96,0.0,1.0,3,1,1,1,2,1,0,3,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,Antalya , Alanya-İncekum 
Port Side Resort Hotel,28470.9,60,,0.0,1,0,1,1,1,1,0,3,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,Antalya , Side-Evrenseki 
Best Western Plus Khan Hotel,19768.4,12,750.0,0.0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
Charm Beach Hotel,15606.0,58,0.0,0.0,2,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,Bodrum , Turgutreis-Akyarlar 
Ritim Apart Otel,1681709.6,45,200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bodrum , Turgutreis 
Mat Butik Otel,72000.0,0,,0.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Ilıca 
Argos Hotel (+16),11258.3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Casa Dell’arte Hotel Of Arts Leisure,35404.6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Golden Key Hisarönü,47994.0,113,0.0,0.0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,Marmaris , Hisarönü 
Lavanta Hotel Turunç,12614.4,120,600.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marmaris , Turunç 
Monottoman Otel,15900.0,96,750.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Alaçatı 
Petunya Konak Butik Otel,13665.6,102,750.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Marmaris , İçmeler 
Xeno Eftalia Resort,17656.5,0,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Alanya 
Mekvin Suites Villas +12 Adults Only,19624.6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Upperhouse Boutique Hotel,14580.0,225,200.0,1.0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,Antalya , Kaş 
Graf Victor Hotel,8409.6,135,100.0,0.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Antalya , Alanya-Kestel 
Tourist Hotel,11805.4,10,100.0,0.0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Lara-Örnekköy 
Sarp Hotels Kadriye,11437.0,30,750.0,0.0,0,1,1,1,2,0,1,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,Antalya , Belek-Kadriye 
Majeste Hotel Bodrum,7920.0,45,200.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,Bodrum , Gümbet 
Adrasan Nar Çiçeği Otel,35880.0,110,600.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Adrasan 
Türkmen Tree Houses,19131.8,95,500.0,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Antalya , Olimpos 
The Marilis Hill Resort Hotel Spa,13642.6,90,750.0,0.0,1,1,1,1,1,1,1,6,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya-Okurcalar 
Sea City Devran Hotel Spa,59918.4,9,100.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Konyaaltı-Konyaaltı 
Belek Golf Village,315360.0,0,,0.0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Belek 
